x,y,SOC,ELEV,Aspect,Slope,NDVI,Silt_Clay
-350131.7862,1821475.969,1.97,744.1821289,142.2647247,2.306552887,0.509786665,77.25384521
-306309.5696,1699842.089,7.794,676.6921387,173.5391693,1.339965463,0.456931025,81.3208313
-637569.9463,1954721.838,3.435,1303.09436,134.3344727,1.282466412,0.510189116,30.64878082
-290632.0099,1626118.769,0.462,699.2559814,141.9971466,0.976019144,0.527522802,45.08842087
17178.91966,1646016.089,16.336,319.1221008,173.4338531,1.88845098,0.731043339,70.87419128
-186169.9004,1560048.289,4.002,414.6341248,164.9907074,1.271191478,0.449849814,84.07065582
-362063.1324,1652025.799,5.737,808.7618408,152.3935394,0.753047287,0.394034714,80.51717377
-180680.2201,1589604.549,9.461,472.9762268,182.1896667,1.370800495,0.461937368,39.76020432
-431948.781,1820414.039,11.578,982.3356323,138.9476929,0.942098022,0.530194163,88.42021179
-722161.4492,1611583.469,16.147,1715.686646,151.1986542,1.637153149,0.274126977,68.12365723
-557424.7142,1842606.109,6.753,1277.841431,145.3148041,1.787986517,0.498598099,43.56700897
-503265.9834,1649113.079,1.03,1038.993896,166.9897766,1.311900854,0.378094524,75.56464386
53216.77001,1873968.349,7.5,313.8303223,176.8919983,2.361840725,0.796992183,88.55212402
-145079.9597,1748561.849,5.899,404.9074097,166.7960052,1.420695901,0.505854964,81.52417755
-206822.0198,1723859.659,5.665,542.1763306,134.1867218,0.785101414,0.474399,80.80000305
-535770.5163,1959841.789,9.614,1161.650269,121.1834183,1.093007207,0.477525473,52.59999847
-189603.8799,1705667.94,8.627,518.9393311,186.9005737,0.976250708,0.526044607,80.87526703
70606.75988,1655418.159,10.672,323.6609802,147.1656799,1.067159891,0.690666437,74.41894531
-364313.8566,1868653.499,5.171,790.6467285,135.2474823,1.789128542,0.47734651,85.92127991
23182.43028,1657455.579,14.977,326.1619568,161.5198059,1.388623476,0.722290516,75.1162796
83927.82014,1866270.949,4.488,298.0536804,173.3465118,3.145534277,0.773537636,89.83441162
27833.21022,1739159.649,10.413,333.5476685,174.4058533,1.608993888,0.73229748,81.07499695
-631899.2274,1487039.628,1.286,1417.696777,154.6199036,1.022344232,0.40715158,49.59278488
-600539.5366,1896742.659,3.852,1429.502563,137.6963959,1.066038489,0.388191253,55.60699844
-3065.280336,1861836.969,12.207,373.4152222,181.1127625,2.365212917,0.723218083,74.25164795
40783.26026,1837866.58,10.728,323.9975891,180.0093079,1.858105779,0.726082504,74.16736603
-802878.8217,2484183.809,11.049,1229.811035,174.0249329,5.013376713,0.408586591,56.6780014
-141635.0699,1757176.229,7.583,393.8743591,148.7806854,1.557891011,0.495669812,82.31771851
-91677.17986,1742552.679,6.23,409.5541077,165.1920624,1.716577172,0.549560785,83
53835.51968,1870124.389,6.433,313.8303223,176.8919983,2.361840725,0.796992183,88.55212402
-305867.5098,1690927.959,10.793,660.0980225,158.4415131,0.989168108,0.515275896,83.25263214
-318031.34,1622895.169,6.009,728.6289673,153.9803772,0.963869989,0.495620817,62.48631668
-147565.3103,1700101.2,5.02,458.9194336,166.0015564,0.981584549,0.550418854,79.09999847
-463700.3201,1879401.539,15.74,1030.479126,144.9110565,1.911791921,0.419105828,87.71546173
24683.15966,1672292.349,6.746,319.3804016,143.6337585,1.325238705,0.721718729,82.79777527
-448565.5201,1584295.659,2.541,900.635437,144.4664612,1.016467214,0.522922873,26.95918274
-1057462.967,1701899.578,30.473,3124.866211,191.0362244,16.74751282,0.737809896,22.5359993
-1067881.934,1779151.36,8.818,2581.483887,149.9677124,6.358552933,0.70171386,54.02199936
-1093437.568,2012102.529,6.439,2183.276123,166.1653137,12.33284473,0.360457808,45.64545441
-936045.7978,1813599.259,16.019,2992.823486,200.2796021,15.15106678,0.684369624,47.46091843
-933666.5209,1789523.05,3.152,2723.777344,183.1520081,10.93907642,0.515593827,54.87575912
-996069.9259,1872527.629,7.03,2358.116211,190.4120941,12.25690556,0.630654573,60.20510101
-892971.2909,1927011.44,6.641,2554.352051,202.8256378,16.27211571,0.563999057,48.31818008
-960305.3705,1952787.33,9.151,2702.168457,190.7331848,13.88063431,0.770299137,52.58469391
-836918.809,1653339.409,1.948,2670.14917,229.5141144,10.0300169,0.332219809,36.62727356
-899240.2722,1599043.789,12.02,2692.366699,137.2445831,7.891315937,0.383159369,55.21458435
-872118.3239,1922740.49,14.541,2602.433594,138.4364777,11.38863754,0.558181643,53.31702042
-955270.1167,1421731.428,1.152,1677.491211,147.4213104,3.478643179,0.183924556,23.11612892
-1172782.087,1174473.769,6.209,1595.71936,152.4858093,10.18558025,0.273865074,58.40299988
-875398.6995,1847981.549,23.058,3376.141846,224.0729828,13.68394852,0.503067672,35.84000015
-1078241.573,2463050.74,14.242,2324,181.2133179,19.7778759,0.407292426,57.79999924
-910818.7121,2079143.659,8.974,2650.486816,149.4073486,8.470442772,0.592254341,40.08399963
-1214288.488,1067078.198,0.843,1464.812744,196.0595856,8.877799988,0.198272943,56.60400009
-1053950.389,1413870.818,4.803,2313.449463,207.3528748,7.856686592,0.355491102,53.18700027
-987578.942,1803475.839,21.125,2777.413574,190.1287842,19.34244156,0.727437496,56.6269989
-896172.6297,1568610.238,7.6,2769.29248,159.84552,10.34941864,0.612713993,59.17040634
-931751.9742,1593884.469,8.454,2513.318359,177.2636719,8.072370529,0.603295386,68.36276245
-1037231.489,1225578.369,3.539,1655.756348,129.142868,5.790001869,0.189074486,38.15816498
-1060295.853,1328532.329,5.198,2237.860352,177.1649628,8.30507946,0.285888344,49.16799927
-1126354.834,1693198.829,2.821,1998.159546,195.905014,6.415997028,0.39424783,51.97600174
-959772.3912,1493787.24,18.277,2705.762939,187.1365509,9.070051193,0.6759516,60.18888855
-771987.756,1808957.199,23.19,2684.262939,179.6882172,7.831615448,0.585367084,35.70449448
-958192.3065,1546262.619,2.771,2285.150635,187.0106659,9.571628571,0.519464135,59.29399872
-1080491.626,1695286.358,4.411,2416.589844,198.8836212,7.329057217,0.592612624,55.65000153
-846269.4192,1849909.199,9.334,3095.490479,135.7722015,6.458922386,0.477124035,44.11249924
-1158375.341,1358585.979,1.255,2074.0271,196.8018341,4.689906597,0.210036114,42.36299896
-956682.1873,1514103.899,4.953,2517.478027,110.2962875,7.052065372,0.5326702,53.0917511
-1002581.774,1937960.609,2.644,2535.108643,187.871521,14.18239307,0.755763054,53.12400055
-953029.7912,1635578.949,21.591,2517.141602,223.1869812,8.61106205,0.674517334,60.90605927
-1045145.129,1766702.529,14.276,2689.234619,139.3439178,8.749390602,0.722422421,54.7202034
-1026171.503,1664277.11,20.061,2822.235596,202.8672485,18.41862297,0.683171093,27.61919212
-952854.2191,1980790.009,6.33,2202.125488,173.2072601,14.28665352,0.656873167,48.70927811
-802316.7714,1548968.49,6.378,2559.194824,144.1416473,12.31284332,0.477781266,44.05199814
-918140.0336,1988962.75,10.653,2166.292969,172.8740692,7.256433487,0.670416653,56.54479218
-915089.1993,1737574.619,3.692,2983.2229,154.0806885,10.71210957,0.555657208,49.81999969
-845790.64,1497903.569,8.473,3000.170898,151.7994843,16.74374008,0.712200522,58.24000168
-858026.3091,1840639.519,4.931,3109.554443,125.6383438,4.272080421,0.466559857,43.66136551
-791617.1985,2021391.349,12.728,2421.298584,143.8677521,10.66180611,0.546826541,36.7319603
-965167.9014,1986700.929,7.109,2219.553467,172.9072113,14.14468575,0.620759666,51.63877487
-1030681.713,1674765.769,18.391,2739.768799,178.4092255,18.00257874,0.746697128,9.161956787
-827599.9023,1710145.399,8.902,2649.172119,86.8945694,4.951545715,0.603311419,42.68461609
-1082708.813,1669026.159,3.812,2264.544434,195.4767151,5.903158665,0.543129623,53.38199997
-907070.7739,1646624.21,16.527,2990.375,156.9180145,14.31359577,0.610815167,51.97553253
-928844.9174,1760998.869,3.667,2584.609131,159.8394928,8.528406143,0.274277657,53.06499863
-782949.8109,1602392.14,3.344,2380.919434,164.5847473,13.94995117,0.550926089,41.60208511
-1126700.15,1449976.869,3.158,2219.239502,158.2238007,4.45761013,0.320662975,45.60721588
-981401.6661,1893771.958,5.38,1925.557373,200.5905762,8.501875877,0.439929545,53.68333435
-1073632.136,1664999.278,6.015,2326.657471,209.8714294,5.38265419,0.540173471,57.32110977
-826565.9639,1515550.549,4.986,2847.404053,152.990509,8.503745079,0.619874477,60.51616287
-1062682.81,1728725.849,11.22,2812.127197,215.2891083,9.349423409,0.685492694,58.40404129
-1168045.048,1320043.419,7.718,2161.998535,171.2611542,4.294888973,0.224708736,49.50099945
-798929.4271,1930793.149,15.303,2424.136719,163.2103271,16.10126495,0.608397901,35.26020432
-951755.1258,1478655.218,5.063,2423.28833,201.0705719,10.51017284,0.575008512,50.56020355
-916145.8978,1767156.948,6.268,2639.685059,173.9003601,4.695431232,0.411060423,53.62989807
-992509.1802,1086729.499,1.071,1433.825073,255.8335266,4.24418354,0.201729313,37.85425568
-1082978.657,1459007.209,3.777,2230.669434,165.3377075,10.46758366,0.256948441,53.27575684
-929481.7692,2022090.719,15.641,2675.311279,201.8581543,12.5693531,0.733742595,52.29800034
-791773.656,1708181.849,16.652,3111.41333,177.3755035,14.61153984,0.665456593,34.3567009
-817931.8737,1611538.599,3.678,3000.69873,212.1326752,13.41716194,0.564237475,42.30412292
-843817.9303,1563109.809,13.593,2620.145508,211.1571808,15.33995819,0.474360138,50.66315842
-1027938.704,1301135.41,2.425,1943.213257,120.0071259,6.388082027,0.211839944,37.51399994
-866415.689,1721670.889,2.328,2439.060547,153.8435516,3.570212603,0.259133458,54.03131485
-828201.2622,1799501.37,3.923,2851.55542,178.3982391,6.72978878,0.367307693,52.19400024
-797165.2061,1999037.469,12.025,2445.922852,180.309082,13.99063969,0.550486207,39.3453598
-1096914.833,1831385.009,10.535,2591.19043,179.9153748,8.415553093,0.681865573,48.12121201
-1013529.401,1731187.999,1.9,2825.111084,175.8430786,18.98168182,0.684525967,60.46598053
-756379.5934,1598486.089,3.564,2111.05127,190.1258698,10.00109196,0.552064896,48.70104218
-1057471.001,1990733.76,3.935,1885.532471,162.3366089,5.747872353,0.261449665,58.3390007
-1070875.54,1252242.939,1.649,2218.294678,152.3511047,5.902544498,0.257729024,41.84700012
-992086.1696,1447633.719,1.025,1952.297852,190.859375,6.310817719,0.192817181,47.49494934
-1130160.67,2307700.089,7.356,2324.498535,193.7973175,4.586577415,0.529181242,44.97742081
-1082424.113,1904322.659,5.528,2044.137939,184.1747131,20.80967331,0.499950737,37.20201874
-783181.7008,1989507.889,11.187,2302.736572,165.3928375,13.64405155,0.637389004,39.26800156
-1123710.951,1467910.549,1.35,2126.736328,195.376709,7.414909363,0.228937775,50.4515152
-862239.8631,1727685.579,2.47,2439.060547,153.8435516,3.570212603,0.259133458,54.03131485
-993469.3079,1964975.759,16.201,2268.374756,190.4789276,16.51601791,0.69854629,47.18181992
-856414.8425,1938186.9,4.461,2567.928223,188.8429413,9.768165588,0.546269119,52.11276627
-944715.0737,1920278.919,1.36,3013.671631,162.6206818,17.72244072,0.655029655,57.43265152
-934483.008,1663166.429,27.984,3123.391602,182.2649078,16.79275513,0.64628154,49.36999893
-1135156.588,1386978.288,2.735,2206.979736,178.2186584,3.553725243,0.267089158,38.79600143
-1009918.086,1274694.998,5.721,1737.200439,128.8382416,6.698054314,0.20281823,46.57244873
-837184.6403,1947418.699,5.27,2586.283447,180.8572235,9.481746674,0.560985625,55.82048035
-807075.2857,1536022.649,13.893,2639.735107,147.7448578,16.56748772,0.624212742,34.52000046
-988951.776,1583313.268,0.804,2182.89624,184.8511505,4.939738274,0.393253922,62.56262589
-1125271.61,1321475.879,2.229,2214.620361,186.2245026,2.433579683,0.218748927,47.48500061
-879165.9817,1660426.739,7.096,2320.813965,158.4576721,0.805040777,0.656734526,31.97682953
-1002049.769,1796841.989,6.361,2295.626953,139.2188721,7.495732307,0.443558514,55.47700119
-1062067.426,1163580.548,4.83,1574.089111,149.7092896,6.087800026,0.205071822,52.29795837
-1081121.344,1822762.659,7.178,2516.748535,134.4689484,10.73656845,0.510894775,43.8409996
-998016.9261,1449400.378,2.884,1919.78064,184.1659851,4.518331051,0.165527865,46.29199982
-1019394.339,1291149.508,1.88,1815.290649,147.8298645,1.53985405,0.19049935,42.06200027
-1115459.438,2276093.689,2.916,2160.29541,164.054184,2.005353212,0.387574971,42.73846054
-855379.1259,1738117.149,5.051,2620.716064,207.3394012,5.428175449,0.386822402,53.7857132
-958463.8142,1759171.169,19.099,2571.253174,193.9253998,8.694936752,0.313479304,53
-691715.9706,1570370.169,7.841,1969.414063,150.2059021,7.411496639,0.486938447,44.95510101
-879173.6407,1964647.039,12.488,2630.966553,180.6536255,8.861189842,0.534856617,55.78144455
-1193517.116,2091839.959,11.227,2688.66748,161.9505615,6.372433662,0.600176811,53.65333176
-962637.1429,2273155.92,1.49,1740.75647,186.9107056,2.759902477,0.222023144,48.6230011
-1169562.2,2332243.089,21.644,2228.609863,152.1792755,15.03087044,0.691702962,44.12210464
-1211984.553,2305425.97,15.883,1889.400146,156.8785553,8.913811684,0.693953156,72.00454712
-1049561.759,2410593.31,10.661,2212.135254,120.4855576,7.817354679,0.417176396,56.71313095
-986913.4941,2254949.5,4.909,2047.170776,161.066452,4.708840847,0.278331727,43.45600128
-887395.8731,2116468.029,3.134,2141.247314,187.7428436,2.088098049,0.358321786,42.77899933
-917213.9835,2349481.46,11.615,1631.555298,192.4636383,6.854818344,0.298177838,61.61800003
-1246454.293,2103947.82,15.763,2229.078613,159.1877441,5.671614647,0.413938969,64.84269714
-1156475.765,1469730.179,3.314,2064.717285,170.5182037,3.310839176,0.204391703,31.75050545
-886436.3913,1790940.129,4.555,3471.049316,182.2118225,24.94082069,0.506736457,38.92061996
-1032191.38,2238993.429,6.084,2465.521973,136.4089966,10.10852718,0.531961083,58.14123535
-1168210.059,2322552.119,15.595,2336.803711,171.2348938,10.7013855,0.682571113,44.2915802
-1162622.991,2192934.479,3.703,2038.263916,136.6690674,2.002961397,0.167451352,39.5
-864938.693,2113905.959,10.076,2432.19873,164.0707245,7.148744106,0.523055255,42.42687988
-1052246.054,1526283.079,1.293,1970.157715,202.8996277,2.354853392,0.153097853,43.82020187
-1157932.173,2294266.24,3.021,2295.395996,146.3471375,4.190437317,0.377197832,57.88085175
-977050.8402,1876656.46,9.345,2782.046387,149.7957611,11.6151619,0.781474531,62.86199951
-951120.8742,1683549.13,17.884,3232.158203,208.1791077,14.80366325,0.588652313,49.36000061
-915861.0603,2238578.849,0.446,1986.571533,175.594574,4.573308945,0.218770355,33.08124924
-874371.7868,2015133.039,2.827,2515.32251,153.5209503,3.884375572,0.546037257,47.36413193
-1165587.824,2389690.39,21.455,2238.686768,234.4831238,9.681410789,0.652540863,49.15914154
-978107.103,2209076.479,1.698,2183.356689,179.5124359,7.38406229,0.330874592,45.82727432
-1047631.661,2502087.41,2.996,1781.821411,148.3408051,19.16675568,0.312907815,47.99697113
-1106109.511,2190032.06,1.277,2013.985962,170.3077698,0.907911181,0.287537485,33.55833435
-879852.7906,1856234.579,13.431,3376.358154,212.8997192,14.39017105,0.535711646,36.94065857
-850001.2536,1977003.289,6.208,2883.170654,168.516098,10.40058804,0.64923799,43.69157791
-1123835.998,2242060.179,3.02,2164.801025,169.6902008,1.853492141,0.18942222,39.55918503
-853378.7236,1576828.27,3.537,2316.311035,163.4505463,1.806293011,0.210098475,59.97446823
-1036500.341,2493065.51,4.516,1493.075439,152.6212311,3.811462641,0.216691256,54.98968887
-1018306.741,1522290.919,3.02,2089.066162,157.7224121,4.34867239,0.213993266,59.40100861
-1102887.181,2253475.699,3.796,2210.158936,148.8073883,1.718361616,0.232445523,34.36299896
-1045562.156,1878055.159,0.736,1649.893311,134.4573059,9.399725914,0.278514802,53.09450531
-886689.157,2404839.099,18.591,2850.060791,200.0896149,8.261178017,0.587387025,43.19583511
-1042354.794,1532291.41,2.459,2058.539063,173.8257294,2.982291222,0.187527359,46.03434372
-892277.4222,2072548.159,1.408,2334.02417,143.3280945,6.146241188,0.489613891,45.60674286
-891056.1964,2189800.108,0.244,1876.869263,165.7689514,4.490485668,0.255469292,44.28604507
-1004803.74,1445492.229,3.915,1981.618164,128.3871918,7.504547119,0.229580045,48.24000168
-972903.9639,2396882.8,2.899,1402.242188,129.1394653,2.977363825,0.202723444,48.88877487
-951918.7791,2213036.29,2.743,2225.543945,136.9868011,8.781626701,0.370657444,46.65151596
-677536.8498,2380253.999,5.6,1417.859497,190.2633057,4.096918583,0.489788592,57.88586044
-858834.5739,2275496.529,1.015,1658.733765,172.1125336,1.846734643,0.287773132,44.81111145
-911365.179,2233946.739,1.13,1986.571533,175.594574,4.573308945,0.218770355,33.08124924
-828607.6821,2019624.529,5.026,2753.620605,213.5100403,8.964640617,0.575975776,40.33372116
-1173990.578,2370372.439,24.954,2254.79126,254.6745758,8.940429688,0.522561133,50.29578781
-1033748.399,1594539.719,3.122,1868.475098,158.3917389,7.247843742,0.235080302,57.87608719
-946423.8167,2293855.089,0.8,1716.329956,178.5216522,1.585144639,0.221505895,32.27500153
-1104506.16,2206106.11,2.24,2027.330566,150.2780914,0.895840585,0.262170672,37.18510818
-870983.4042,2089387.57,9.51,2511.972412,223.6387939,7.361341953,0.628041446,39.87070847
-959006.1703,2319763.499,0.355,1822.323975,187.5120087,5.950813293,0.199216351,39.84848404
-1070776.797,2371892.089,4.472,2588.740723,189.2020569,12.98538017,0.45543623,55.21414185
-809739.2905,2213619.829,5.49,2389.770752,159.2276764,13.87090683,0.610834897,43.08787918
-832100.9079,2176791.319,3.595,2122.087646,159.6574707,2.320676804,0.239986286,50.12200165
-871729.2841,2163653.599,2.379,2095.52832,198.2782898,4.729340076,0.226454243,50.3571434
-1037249.594,2246140.679,8.791,2465.521973,136.4089966,10.10852718,0.531961083,58.14123535
-943770.6424,2233976.65,0.645,1994.089966,185.084671,3.083681345,0.200428322,35.15612411
-929461.3437,2167171.72,1.46,2043.558228,149.3292084,3.754749537,0.17308946,47.21752548
-839738.0669,2086830.259,13.743,2542.358154,127.6657028,7.906446457,0.430725813,42.00699997
-1016146.193,2278446.759,1.841,1656.320801,181.4736481,3.64962554,0.239042446,51.17856979
-791779.6268,2116682.149,2.653,2168.414307,162.8177185,1.331408381,0.304574579,50.61505508
-1149338.878,1497023.908,1.646,2050.006592,157.2931213,3.656596661,0.169441774,48.33300018
-946459.152,2164552.699,0.5,2037.308472,172.5756378,1.489132643,0.173888609,43.67551041
-1031537.783,2369649.05,5.803,2329.92041,143.4665985,12.04533386,0.381312042,57.16868591
-1092785.747,2373651.969,7.726,2491.624023,162.3721313,10.14859009,0.475971401,56.04444504
-939375.1111,2373584.58,1.764,1421.714355,175.2415009,4.375505924,0.212163776,56.20000076
-1106433.249,2518794.479,7.114,2495.733887,204.7928925,20.31998825,0.543211997,48.24848557
-960282.9531,2126017.55,6.19,2182.328613,195.2650909,4.020243645,0.275611252,50.3769989
-1098195.834,1873435.33,2.76,1433.602295,161.364212,3.650353193,0.407229751,70.71720123
-812332.2072,2186080.799,5.084,2196.479004,186.6446838,2.656195879,0.268204004,41.77373886
-1024955.984,2440317.31,4.034,1712.37793,147.977066,5.391941071,0.283034265,50.33124924
-871581.3836,2058007.779,10.076,2497.380615,137.1214905,6.794489861,0.559301913,41.18021011
-959998.7414,2381933.43,0.633,1317.94043,164.436676,2.767332792,0.278066337,50.73617172
-833730.0378,2148150.329,3.983,2044.476807,179.1732635,2.18674159,0.247328982,49.87125015
-964015.3934,2038775.27,5.215,2117.37915,182.5796814,6.171863556,0.423254371,51.31399918
-796491.6316,2103336.129,4.01,2178.81665,204.0095673,1.209943533,0.330301374,36.74062347
-1120436.047,2387569.929,12.979,2833.99292,172.6423187,10.04180717,0.575506747,47.11562347
-1143160.342,1384256.85,2.768,2152.38623,181.4364471,2.870889425,0.242126673,38.5242424
-866565.8625,1663513.059,3.154,2308.693359,157.5060425,0.858109653,0.430465549,27.97849464
-1153326.948,2378102.549,9.908,2572.343506,164.385498,18.61675262,0.535275221,46.16632843
-1165501.593,2434579.82,16.987,2360.572998,208.9731598,9.663214684,0.602835298,45.02000046
-1180683.983,2258119.57,11.388,2705.79834,180.032547,12.37123299,0.627925336,48.46565628
-860332.8144,1684518.479,0.73,2307.724121,144.2120056,0.789641201,0.554732025,27.10833359
-1165343.564,2473094.5,10.745,2484.282715,198.3536224,7.12181139,0.619101346,54.99166489
-1156424.53,2458768,6.288,2496.393555,189.5273132,12.58294964,0.463773489,52.41333389
-1169232.941,2485215.479,18.142,2423.04834,168.6123505,4.774805069,0.546603322,57.18700027
-1077487.852,2252062.1,10.319,2703.303955,203.4859924,7.780416489,0.609139681,37.08762741
-1010133.883,1704769.11,10.993,3618.02417,165.9919128,26.10416222,0.454393744,23.5861702
-1102594.247,2526240.549,19.092,2510.685303,206.6175079,20.4222908,0.575231373,44.78900909
-1072475.448,1270168.598,6.098,2149.489258,183.0352936,1.183782816,0.204098836,44.98300171
-1070799.768,1527464.418,0.949,1864.31189,183.6767578,2.968067169,0.142433494,44.76200104
-1158637.413,2514145.42,10.479,2396.19458,201.3214874,7.949864388,0.584472179,51.22857285
95251.18972,1583178.769,6.975,272.2623901,194.9636841,0.917754948,0.661757708,79.96438599
-1044000.43,2244188.679,21.076,2708.747314,174.7616882,9.773986816,0.552689612,57.0387764
5311.009677,1784321.09,8.621,307.7427063,161.5845947,1.870767355,0.749037266,77.99468231
-990788.3501,1096077.729,1.016,1409.631836,250.1024017,1.717004657,0.191852242,50.84999847
-1000672.821,2476766.15,2.045,1393.467529,129.1558228,3.98260808,0.187697977,55.72200012
-981333.8412,2174317.049,0.605,2007.589966,182.7425385,0.800130606,0.162069917,57.86060715
-1010069.716,1183613.389,0.64,1594.094604,250.3361969,1.376445532,0.189780757,35.99200058
-37856.18007,1789434.25,10.607,344.9064331,153.5510101,1.902115703,0.713835597,72.83110809
-984684.6565,2410491.598,1.517,1423.984863,137.5001831,2.227372169,0.164828882,56.89199829
