"x","y","observed","fitted","residuals","localR2"
17246.58974,1576375.739,4.31,7.36777570061379,-3.05777570061378,0.396324244816315
-350131.7862,1821475.969,1.97,6.70115496263451,-4.7311549626345,0.341882128335877
-306309.5696,1699842.089,7.794,6.63478685071816,1.15921314928182,0.410900347806888
-637569.9463,1954721.838,3.435,5.35993662183109,-1.9249366218311,0.362468892272178
-290632.0099,1626118.769,0.462,4.01784931443584,-3.5558493144358,0.442539812621617
17178.91966,1646016.089,16.336,9.94299482187323,6.39300517812675,0.374306162876394
-186169.9004,1560048.289,4.002,5.82346778624567,-1.82146778624568,0.482227266653656
-362063.1324,1652025.799,5.737,5.09521156451103,0.641788435488996,0.39236438798875
-180680.2201,1589604.549,9.461,3.07208768193671,6.38891231806331,0.476008095281333
-431948.781,1820414.039,11.578,8.41546789440334,3.16253210559664,0.315500231426023
-722161.4492,1611583.469,16.147,3.95238037288067,12.1946196271193,0.412920112896482
-557424.7142,1842606.109,6.753,5.65952904424717,1.09347095575282,0.337209806260197
-503265.9834,1649113.079,1.03,4.97590406378784,-3.94590406378784,0.340148467426096
53216.77001,1873968.349,7.5,10.4492788012904,-2.94927880129045,0.213899777658722
-145079.9597,1748561.849,5.899,7.19159329585794,-1.29259329585795,0.414819205815383
-206822.0198,1723859.659,5.665,5.63286765876773,0.0321323412322699,0.431677135987519
-535770.5163,1959841.789,9.614,5.60098153801605,4.01301846198395,0.322322537107537
-189603.8799,1705667.94,8.627,7.85666234938721,0.770337650612797,0.439545684327447
70606.75988,1655418.159,10.672,8.71882966481896,1.95317033518107,0.329862632757631
-364313.8566,1868653.499,5.171,6.76658354444735,-1.59558354444735,0.319486497404644
23182.43028,1657455.579,14.977,9.65284027483527,5.32415972516474,0.365471570940379
83927.82014,1866270.949,4.488,10.7926512701021,-6.30465127010213,0.191591582371341
27833.21022,1739159.649,10.413,10.1692034207294,0.243796579270608,0.323072797522156
-631899.2274,1487039.628,1.286,4.00653825217946,-2.72053825217947,0.416047860648751
-600539.5366,1896742.659,3.852,4.78055425439744,-0.928554254397423,0.351000287438699
-3065.280336,1861836.969,12.207,9.75065165861511,2.45634834138489,0.271104767372504
40783.26026,1837866.58,10.728,9.52846743274932,1.19953256725068,0.250686469519964
-802878.8217,2484183.809,11.049,9.03544068646991,2.01355931353012,0.522190752752809
-141635.0699,1757176.229,7.583,6.87994305152773,0.703056948472292,0.409817976367602
-91677.17986,1742552.679,6.23,8.11297583670673,-1.88297583670673,0.398586033233321
53835.51968,1870124.389,6.433,10.4803438180099,-4.04734381800995,0.216157343475301
-305867.5098,1690927.959,10.793,7.4255147743557,3.36748522564432,0.414310334153218
-318031.34,1622895.169,6.009,5.33654280462657,0.672457195373414,0.428495454796944
-147565.3103,1700101.2,5.02,7.46623553688045,-2.44623553688045,0.436739641649182
-463700.3201,1879401.539,15.74,6.52508911476802,9.21491088523199,0.304877171184084
24683.15966,1672292.349,6.746,9.77663668914547,-3.03063668914547,0.358197090084451
-448565.5201,1584295.659,2.541,3.41818804082436,-0.877188040824355,0.357719309292194
-1057462.967,1701899.578,30.473,16.7625119208682,13.7104880791318,0.463816800881672
-1067881.934,1779151.36,8.818,9.9736546746446,-1.15565467464459,0.434541333162526
-1093437.568,2012102.529,6.439,5.64477415330957,0.794225846690433,0.463899497161725
-936045.7978,1813599.259,16.019,12.9835636629285,3.03543633707151,0.399499122703211
-933666.5209,1789523.05,3.152,9.18814143167974,-6.03614143167974,0.404739862512556
-996069.9259,1872527.629,7.03,9.32503802837776,-2.29503802837775,0.398913554759595
-892971.2909,1927011.44,6.641,10.2146543246078,-3.57365432460777,0.390405113109364
-960305.3705,1952787.33,9.151,12.5912374517101,-3.44023745171005,0.402772565201258
-836918.809,1653339.409,1.948,6.78277443449154,-4.83477443449154,0.428281731299003
-899240.2722,1599043.789,12.02,6.70621301103683,5.31378698896318,0.460664840170247
-872118.3239,1922740.49,14.541,8.83632279828882,5.70467720171118,0.388675149188353
-955270.1167,1421731.428,1.152,1.54611286320735,-0.394112863207353,0.530919965674435
-1172782.087,1174473.769,6.209,3.58548553649545,2.62351446350454,0.292260490830136
-875398.6995,1847981.549,23.058,11.2976882180918,11.7603117819082,0.389682415871496
-1078241.573,2463050.74,14.242,9.5644019171034,4.6775980828966,0.659280801140425
-910818.7121,2079143.659,8.974,9.18905639013629,-0.215056390136294,0.457535087720947
-1214288.488,1067078.198,0.843,2.22102993600842,-1.37802993600842,0.189030753130706
-1053950.389,1413870.818,4.803,5.59010727818796,-0.787107278187968,0.544821069787324
-987578.942,1803475.839,21.125,12.7570092815769,8.36799071842313,0.409254164804384
-896172.6297,1568610.238,7.6,10.7326936048836,-3.13269360488361,0.470969262483015
-931751.9742,1593884.469,8.454,9.59350347882507,-1.13950347882507,0.471948348539534
-1037231.489,1225578.369,3.539,2.69924009376901,0.839759906230994,0.449878729843893
-1060295.853,1328532.329,5.198,4.72656683007327,0.471433169926727,0.514129402122874
-1126354.834,1693198.829,2.821,4.46512082953341,-1.64412082953341,0.488981272661301
-959772.3912,1493787.24,18.277,11.0108452117945,7.26615478820551,0.516289029419275
-771987.756,1808957.199,23.19,9.66602004240883,13.5239799575912,0.390319736324691
-958192.3065,1546262.619,2.771,8.2897143983901,-5.51871439839009,0.498324024066443
-1080491.626,1695286.358,4.411,8.74307821993582,-4.33207821993583,0.473825895402741
-846269.4192,1849909.199,9.334,8.11360481658176,1.22039518341825,0.388494940514594
-1158375.341,1358585.979,1.255,2.93963062375379,-1.68463062375379,0.51045237310387
-956682.1873,1514103.899,4.953,8.13691257617445,-3.18391257617446,0.509048829178226
-1002581.774,1937960.609,2.644,11.8840358715431,-9.24003587154312,0.405539390507089
-953029.7912,1635578.949,21.591,11.0796067086736,10.5113932913264,0.461741777889458
-1045145.129,1766702.529,14.276,10.6111673513134,3.66483264868664,0.433335635652115
-1026171.503,1664277.11,20.061,14.7831761323237,5.27782386767635,0.47125320957298
-952854.2191,1980790.009,6.33,10.077712361907,-3.74771236190698,0.411422780233424
-802316.7714,1548968.49,6.378,8.61987898102729,-2.2418789810273,0.451619953026204
-918140.0336,1988962.75,10.653,9.62900109471583,1.02399890528418,0.40907436374227
-915089.1993,1737574.619,3.692,10.0373089688445,-6.34530896884454,0.416681678355578
-845790.64,1497903.569,8.473,13.7324189002066,-5.25941890020664,0.481859158414421
-858026.3091,1840639.519,4.931,7.62877767766279,-2.69777767766278,0.3898364485818
-791617.1985,2021391.349,12.728,8.50394555958933,4.22405444041067,0.401264457788641
-965167.9014,1986700.929,7.109,9.48288156453261,-2.3738815645326,0.416223618323131
-1030681.713,1674765.769,18.391,16.2235298908291,2.16747010917093,0.467955384544302
-827599.9023,1710145.399,8.902,8.51659708019995,0.385402919800044,0.41225517647966
-1082708.813,1669026.159,3.812,7.48835519202827,-3.67635519202826,0.486762426123125
-907070.7739,1646624.21,16.527,11.683945155354,4.84305484464601,0.445453197350869
-928844.9174,1760998.869,3.667,5.01195084164076,-1.34495084164076,0.411801386796417
-782949.8109,1602392.14,3.344,9.58820275426534,-6.24420275426534,0.430517842336199
-1126700.15,1449976.869,3.158,4.48213460350866,-1.32413460350866,0.555809294660853
-981401.6661,1893771.958,5.38,6.18182310146436,-0.801823101464361,0.396454249520989
-1073632.136,1664999.278,6.015,7.50989793920468,-1.49489793920469,0.485763588203897
-826565.9639,1515550.549,4.986,10.6571544048722,-5.67115440487224,0.470032036783385
-1062682.81,1728725.849,11.22,11.6582318820665,-0.438231882066524,0.453454314173804
-1168045.048,1320043.419,7.718,3.2782821129096,4.4397178870904,0.47007955452933
-798929.4271,1930793.149,15.303,10.1629235020952,5.14007649790482,0.386041694888288
-951755.1258,1478655.218,5.063,9.5317525529833,-4.4687525529833,0.518290209596199
-916145.8978,1767156.948,6.268,6.79550425854592,-0.527504258545932,0.408360162330409
-992509.1802,1086729.499,1.071,0.653957967630706,0.417042032369297,0.429323414346223
-1082978.657,1459007.209,3.777,4.62292634007158,-0.845926340071584,0.551302286553182
-929481.7692,2022090.719,15.641,12.23436522442,3.40663477557997,0.426983520410951
-791773.656,1708181.849,16.652,12.3013937338292,4.35060626617082,0.408069431678667
-817931.8737,1611538.599,3.678,10.9581614915596,-7.2801614915596,0.436176330018758
-843817.9303,1563109.809,13.593,9.77500993455576,3.81799006544424,0.458186666602183
-1027938.704,1301135.41,2.425,3.4107045832555,-0.985704583255505,0.506751252519346
-866415.689,1721670.889,2.328,3.91959764207721,-1.5915976420772,0.414347594539521
-828201.2622,1799501.37,3.923,6.94719483005095,-3.02419483005094,0.394491779797315
-797165.2061,1999037.469,12.025,9.31757410950734,2.70742589049266,0.396255048506344
-1096914.833,1831385.009,10.535,10.9349743104084,-0.399974310408355,0.425635372222784
-1013529.401,1731187.999,1.9,12.1121977714744,-10.2121977714744,0.43912021646104
-756379.5934,1598486.089,3.564,8.78638447900921,-5.2223844790092,0.424936813551201
-1057471.001,1990733.76,3.935,2.63928419035986,1.29571580964014,0.43932909806018
-1070875.54,1252242.939,1.649,4.0928864917464,-2.4438864917464,0.451348759221904
-992086.1696,1447633.719,1.025,2.70259769442104,-1.67759769442104,0.534903662188994
-1130160.67,2307700.089,7.356,11.1735616333368,-3.81756163333685,0.673206457570542
-1082424.113,1904322.659,5.528,8.46835946555758,-2.94035946555758,0.415602136615555
-783181.7008,1989507.889,11.187,10.2849767719182,0.902023228081791,0.392470725722408
-1123710.951,1467910.549,1.35,3.41206534592766,-2.06206534592766,0.557219570588016
-862239.8631,1727685.579,2.47,3.93512957911155,-1.46512957911154,0.412250236538576
-993469.3079,1964975.759,16.201,11.1000068859905,5.1009931140095,0.412382577128631
-856414.8425,1938186.9,4.461,9.21945481334971,-4.75845481334971,0.389616371849344
-944715.0737,1920278.919,1.36,11.3618972776352,-10.0018972776351,0.394079978166106
-934483.008,1663166.429,27.984,13.1503912937074,14.8336087062926,0.446068416027879
-1135156.588,1386978.288,2.735,3.88214321595898,-1.14714321595897,0.534423340984828
-1009918.086,1274694.998,5.721,3.20521789695368,2.51578210304632,0.497712748580304
-837184.6403,1947418.699,5.27,9.37266524713598,-4.10266524713597,0.389795599125811
-807075.2857,1536022.649,13.893,11.1430372699024,2.74996273009763,0.457313633425783
-988951.776,1583313.268,0.804,5.05962493286147,-4.25562493286149,0.494011645773928
-1125271.61,1321475.879,2.229,2.95988072897908,-0.730880728979079,0.489294284559304
-879165.9817,1660426.739,7.096,8.70488277260572,-1.60888277260572,0.434522177960123
-1002049.769,1796841.989,6.361,5.65035091245975,0.710649087540246,0.41373531739847
-1062067.426,1163580.548,4.83,3.09775492867206,1.73224507132794,0.382827310964509
-1081121.344,1822762.659,7.178,8.12292414184069,-0.944924141840698,0.4239699550772
-998016.9261,1449400.378,2.884,1.89356328922391,0.990436710776089,0.535942940131293
-1019394.339,1291149.508,1.88,2.06127706670346,-0.18127706670346,0.503741576866626
-1115459.438,2276093.689,2.916,5.68326553199222,-2.76726553199222,0.664640275845213
-855379.1259,1738117.149,5.051,7.07817093451302,-2.02717093451301,0.408869610449543
-958463.8142,1759171.169,19.099,6.07158873972336,13.0274112602766,0.417132463261793
-691715.9706,1570370.169,7.841,6.89421864296193,0.946781357038069,0.412869212313586
-879173.6407,1964647.039,12.488,8.82123980840463,3.66676019159537,0.396367819316839
-1193517.116,2091839.959,11.227,10.6072350953672,0.619764904632817,0.568269716603207
-962637.1429,2273155.92,1.49,3.17538472830494,-1.68538472830495,0.608156694068372
-1169562.2,2332243.089,21.644,14.4534081925182,7.1905918074818,0.678528489144064
-1211984.553,2305425.97,15.883,16.9045560517303,-1.02155605173031,0.677772142996723
-1049561.759,2410593.31,10.661,6.29638235035769,4.36461764964231,0.660422679932066
-986913.4941,2254949.5,4.909,3.19370015292388,1.71529984707612,0.612629972533371
-887395.8731,2116468.029,3.134,4.97097844776454,-1.83697844776454,0.474321966689331
-917213.9835,2349481.46,11.615,7.00069719184099,4.61430280815898,0.602864933815315
-1246454.293,2103947.82,15.763,7.8205572368774,7.9424427631226,0.590054573306898
-1156475.765,1469730.179,3.314,3.29474202976678,0.0192579702332192,0.56078662274219
-886436.3913,1790940.129,4.555,12.324674025293,-7.769674025293,0.399587390010695
-1032191.38,2238993.429,6.084,9.36688178936632,-3.28288178936632,0.625239996829584
-1168210.059,2322552.119,15.595,14.7161303426971,0.878869657302941,0.678080566049257
-1162622.991,2192934.479,3.703,-0.536996679074415,4.23999667907443,0.640123687209401
-864938.693,2113905.959,10.076,7.9858771125876,2.0901228874124,0.463749709977878
-1052246.054,1526283.079,1.293,1.39857442144406,-0.105574421444064,0.534017370732399
-1157932.173,2294266.24,3.021,5.90406505691599,-2.883065056916,0.674498540329295
-977050.8402,1876656.46,9.345,11.4712315983265,-2.12623159832648,0.395979006975275
-951120.8742,1683549.13,17.884,12.590467408936,5.29353259106404,0.442403911207398
-915861.0603,2238578.849,0.446,1.63242644573492,-1.18642644573493,0.566821505970276
-874371.7868,2015133.039,2.827,8.05580046770149,-5.2288004677015,0.412784794810846
-1165587.824,2389690.39,21.455,18.3408936737855,3.11410632621452,0.676022579103365
-978107.103,2209076.479,1.698,5.19209701341551,-3.49409701341552,0.58336800842616
-1047631.661,2502087.41,2.996,4.90115347147636,-1.90515347147636,0.646002637301923
-1106109.511,2190032.06,1.277,2.92854865154798,-1.65154865154798,0.623855533992248
-879852.7906,1856234.579,13.431,11.6331857904681,1.79781420953187,0.389065617371585
-850001.2536,1977003.289,6.208,10.827199521152,-4.61919952115197,0.396673278287967
-1123835.998,2242060.179,3.02,0.99217493436592,2.02782506563405,0.655457819617024
-853378.7236,1576828.27,3.537,2.95424911672446,0.582750883275518,0.456072135802445
-1036500.341,2493065.51,4.516,2.69466261086335,1.82133738913665,0.645332370487127
-1018306.741,1522290.919,3.02,2.16551256658872,0.854487433411279,0.525223677219237
-1102887.181,2253475.699,3.796,0.529206830807641,3.26679316919236,0.654834698536988
-1045562.156,1878055.159,0.736,1.67435958340996,-0.938359583409937,0.407383425243285
-886689.157,2404839.099,18.591,12.0526338870225,6.53836611297754,0.58761095006917
-1042354.794,1532291.41,2.459,1.97648683254186,0.482513167458147,0.529386992809761
-892277.4222,2072548.159,1.408,7.13707597601942,-5.72907597601941,0.447339779127806
-891056.1964,2189800.108,0.244,3.12486678402448,-2.88086678402448,0.524847137759931
-1004803.74,1445492.229,3.915,3.43357409921319,0.481425900786807,0.537832591628873
-972903.9639,2396882.8,2.899,0.69503339304966,2.20396660695034,0.634345412095981
-951918.7791,2213036.29,2.743,5.10383410690124,-2.36083410690124,0.572326664539199
-677536.8498,2380253.999,5.6,9.9914676237525,-4.3914676237525,0.444179920346774
-858834.5739,2275496.529,1.015,3.7362213485979,-2.72122134859789,0.54852178139018
-911365.179,2233946.739,1.13,1.66415549406036,-0.534155494060369,0.561848798313024
-828607.6821,2019624.529,5.026,9.74933951155684,-4.72333951155685,0.406842076897521
-1173990.578,2370372.439,24.954,15.7597107266727,9.19428927332732,0.677735067377037
-1033748.399,1594539.719,3.122,2.04209137715914,1.07990862284085,0.5040236197702
-946423.8167,2293855.089,0.8,1.32325363778462,-0.523253637784636,0.606863293370757
-1104506.16,2206106.11,2.24,1.81677829396283,0.423221706037171,0.633197111183506
-870983.4042,2089387.57,9.51,10.2315922932849,-0.721592293284919,0.450884814519057
-959006.1703,2319763.499,0.355,2.06348774169588,-1.70848774169588,0.62029506072178
-1070776.797,2371892.089,4.472,10.3128783947809,-5.84087839478092,0.666862386561448
-809739.2905,2213619.829,5.49,10.5232820937416,-5.03328209374162,0.492236308104972
-832100.9079,2176791.319,3.595,2.88296361325502,0.712036386744984,0.485921593889315
-871729.2841,2163653.599,2.379,3.4239346949246,-1.0449346949246,0.498282833740131
-1037249.594,2246140.679,8.791,9.41687230161985,-0.625872301619864,0.630653573028402
-943770.6424,2233976.65,0.645,1.52071299361117,-0.875712993611164,0.579991718518924
-929461.3437,2167171.72,1.46,1.42463821625597,0.0353617837440273,0.529677149383653
-839738.0669,2086830.259,13.743,6.38518549692141,7.35781450307859,0.439283127572577
-1016146.193,2278446.759,1.841,3.83205821186036,-1.99105821186035,0.634992906437601
-791779.6268,2116682.149,2.653,3.99583036813068,-1.34283036813068,0.437350965623334
-1149338.878,1497023.908,1.646,1.66486216352389,-0.0188621635238898,0.56092888493841
-946459.152,2164552.699,0.5,1.47434758081965,-0.974347580819648,0.536256936105248
-1031537.783,2369649.05,5.803,6.59929620296039,-0.796296202960405,0.656393727995401
-1092785.747,2373651.969,7.726,9.54624141403078,-1.82024141403078,0.671054425477131
-939375.1111,2373584.58,1.764,3.70864257482336,-1.94464257482336,0.617410149474567
-1106433.249,2518794.479,7.114,13.5160581011165,-6.40205810111648,0.649865345949877
-960282.9531,2126017.55,6.19,4.24536973915671,1.94463026084329,0.512484762516253
-1098195.834,1873435.33,2.76,0.914053786840563,1.84594621315944,0.419043087417547
-812332.2072,2186080.799,5.084,3.28328049389879,1.8007195061012,0.480426044068434
-1024955.984,2440317.31,4.034,3.67089315454114,0.363106845458844,0.650827006412741
-871581.3836,2058007.779,10.076,8.29451009425498,1.78148990574502,0.432991619686967
-959998.7414,2381933.43,0.633,4.37635942786258,-3.74335942786261,0.62821518676949
-833730.0378,2148150.329,3.983,3.23683967471343,0.746160325286568,0.470827046439101
-964015.3934,2038775.27,5.215,6.26504726110136,-1.05004726110137,0.445880578962476
-796491.6316,2103336.129,4.01,4.25148878725347,-0.241488787253462,0.433059526172959
-1120436.047,2387569.929,12.979,11.6115693961329,1.36743060386713,0.674005599015288
-1143160.342,1384256.85,2.768,3.34788529654338,-0.579885296543391,0.531753133235346
-866565.8625,1663513.059,3.154,5.38157813682289,-2.22757813682289,0.431025018044824
-1153326.948,2378102.549,9.908,10.8771246102786,-0.969124610278636,0.676799514190676
-1165501.593,2434579.82,16.987,15.1368564344099,1.85014356559009,0.669510638626402
-1180683.983,2258119.57,11.388,13.2992255177198,-1.91122551771982,0.669202884387603
-860332.8144,1684518.479,0.73,7.04884391065575,-6.31884391065574,0.423682996185524
-1165343.564,2473094.5,10.745,15.5293636989786,-4.78436369897856,0.661399885171188
-1156424.53,2458768,6.288,10.4472124663094,-4.15921246630937,0.664899222492808
-1169232.941,2485215.479,18.142,11.9511427899755,6.19085721002447,0.658238284639258
-1077487.852,2252062.1,10.319,11.9967139663825,-1.67771396638252,0.64725130847791
-1010133.883,1704769.11,10.993,14.3737217694506,-3.38072176945062,0.449037645854569
-1102594.247,2526240.549,19.092,14.2013328520406,4.89066714795937,0.647697990652234
-1072475.448,1270168.598,6.098,2.65322111725153,3.44477888274847,0.466452331903433
-1070799.768,1527464.418,0.949,0.92088950154312,0.0281104984568814,0.53890121256495
-1158637.413,2514145.42,10.479,14.6023500974497,-4.12335009744965,0.651113528332469
95251.18972,1583178.769,6.975,9.25803861287348,-2.28303861287342,0.336450098203825
-1044000.43,2244188.679,21.076,11.0729488425745,10.0030511574255,0.632373234458577
5311.009677,1784321.09,8.621,10.118105404859,-1.49710540485898,0.314554679588639
-990788.3501,1096077.729,1.016,0.824151509174764,0.191848490825236,0.431466389221713
-1000672.821,2476766.15,2.045,1.02104222893491,1.02395777106509,0.637649154717675
-981333.8412,2174317.049,0.605,2.11272713373679,-1.5077271337368,0.56081392098533
-1010069.716,1183613.389,0.64,0.463474196078467,0.176525803921528,0.441257181073813
-37856.18007,1789434.25,10.607,9.4301144482266,1.17688555177339,0.342775858939512
-984684.6565,2410491.598,1.517,0.786369817734694,0.730630182265305,0.639014444000901
